37-2082|721, 206, 397, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
38-1542|305, 522|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
39-1187|863, 91|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
40-722|1085, 1101, 707|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
41-656|282, 353|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
42-2087|107, 1121, 542, 47, 5, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
43-2472|715, 1835, 806, 1837|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
44-1985|654|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
45-1770|247, 1060, 939|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
46-801|582, 1183|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
47-212|343, 348, 85, 154, 2567, 1185, 147, 970, 64, 422, 296, 1190, 22|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
48-233|47, 353|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
49-1422|172, 672, 4, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
50-526|247, 621|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
51-602|1197|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
52-4083|2553, 467|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
53-14|114, 1200, 609, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
54-83|567|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
55-1289|141, 45, 733, 242, 167|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
56-653|14, 22|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
57-1477|1202|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
58-1189|1077, 282, 342, 45, 32|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
59-109|645|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
60-2661|179|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
61-1222|707, 217, 1893, 1102, 110|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
62-2076|117, 107, 83, 79, 47, 68, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
63-3503|1053|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
64-1866|898, 706, 1543, 717|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
65-1542|1068, 305, 936|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
66-361|61, 1689|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
67-456|79, 84, 278|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
68-632|106, 305, 936|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
69-407|50, 51, 487, 1074, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
70-3875|239, 249, 14, 1678|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
71-607|62, 1266, 560, 1268, 311|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
72-1370|271, 1274, 225, 963, 812, 500, 273, 1150, 1181|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
73-1966|1285, 1281, 1284, 1280, 1283, 396|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
74-4039|1286|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
75-2467|1368, 1588, 1292, 1294|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
76-918|687|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
77-3340|426, 388, 1332, 553|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
78-984|1207, 768, 85, 198|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
79-381|117, 79, 213, 357, 457|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
80-1028|41, 39, 5, 6|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
81-1527|141, 45, 254, 1426|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
82-110|50, 51, 52, 175|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
83-1105|1339, 1337, 1023, 13|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
84-1475|1341, 188, 22|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
85-2443|1811, 582, 703, 655, 1534|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
86-268|49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
87-1641|254, 604, 556, 1219, 26, 42, 1259, 124|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
88-323|65, 84, 40|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
89-2531|498|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
90-3948|239, 324, 855|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
91-427|106, 1077, 1060, 1201|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
92-3302|1240|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
93-1744|354|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
94-3884|117, 2, 1392, 6, 1393, 1212, 756, 5, 660, 746|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
95-1145|6, 1099, 5, 418|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
96-3948|401, 298, 239, 103, 85, 962, 2977|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
97-388|30, 32|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
98-780|247, 1397, 645, 14|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
99-1953|1398|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
100-1424|1401, 323, 5, 6|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
101-2402|181|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
102-2027|1416, 60, 774, 206, 1419, 1413|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
103-2015|342, 38|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
104-804|748, 1437, 339|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
105-3882|1440, 107|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
106-460|432, 588, 589|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
107-2486|1448, 1762|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
108-1282|565|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
109-1210|1080, 107, 952, 1462, 1091, 14, 1460, 1466, 1092, 1067|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
110-804|1469|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
111-1360|1580, 1144|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
112-1541|137, 2, 935, 1475, 6, 305, 111, 98, 936|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
113-3331|231, 14, 898|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
114-816|340, 810, 32|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
115-934|1510|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
116-971|903|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
117-1597|114, 188, 47, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
118-845|845|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
119-407|1797, 52, 557, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
120-1583|1526, 133|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
121-1571|64, 6|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
122-205|21, 64, 155|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
123-850|50, 142, 14|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
124-639|59, 499, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
125-1873|1900, 63, 32, 26|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
126-719|241, 13, 1060|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
127-4161|1037, 1267, 1032|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
128-256|725|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
129-615|673|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
130-948|903, 266|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
131-385|94, 419|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
132-3564|107, 1557, 1564, 1099, 498, 1566|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
133-1914|835, 2801|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
134-1255|1547, 1347|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
135-938|915|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
136-1421|1582, 645, 939|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
137-1188|93|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
138-396|29, 337, 313|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
139-4302|3642, 1352, 3643|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
140-448|49, 1050, 1382, 79, 388|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
141-1193|1595|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
142-4054|282, 620, 2621, 2607, 1942, 1157|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
143-4352|8, 685|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
144-1147|774, 206|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
145-1023|72, 1406, 98, 221|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
146-1546|1283|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
147-1517|208|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
148-1704|112, 14|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
149-1777|29, 85|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
150-804|45|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
151-3508|1613, 1604, 85, 649, 402, 35, 103|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
152-2028|1606, 466, 1610, 1608, 1029|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
153-435|2151, 47, 68|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
154-3457|107, 1606, 253, 1608, 1425|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
155-525|107, 1631, 1090, 47, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
156-1344|1649, 135, 47|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
157-66|123, 311, 20, 366, 278, 21, 64, 127, 124, 22|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
158-2044|6|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
159-2094|193, 1717, 177|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
160-1607|188, 189|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
161-1285|335|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
162-222|85, 726, 14, 361|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
163-1921|341, 154, 1665, 40, 344|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
164-1384|485, 206, 1666, 105, 1236|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
165-3566|128|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
166-829|803|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
167-3875|239, 249, 14, 1678, 936|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
168-156|171, 94, 41, 206, 1706|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
169-1216|1714, 1081, 1713, 1466|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
170-1097|715, 852, 39, 206, 645, 1715, 1252, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
171-868|400, 1621, 47|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
172-168|6, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
173-471|546|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
174-2369|142, 342|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
175-2378|1755, 1751, 1347|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
176-2343|239, 659|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
177-2182|1111, 1757|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
178-2362|1755, 1761|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
179-3319|810, 582|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
180-3819|1590, 976|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
181-890|50, 228, 713, 879, 887, 1426|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
182-2412|354, 1099, 237|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
183-895|659, 1787|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
184-4352|1790|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
185-2394|107, 595, 869, 1791, 2296, 455, 843, 1036, 47|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
186-1891|246|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
187-651|52, 308|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
188-2059|764, 1267, 567, 1800, 1801, 1667, 706|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
189-2425|239, 446, 1789, 1210|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
190-135|62, 1762, 638, 409|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
191-161|1803, 781, 217, 240, 241, 13, 54|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
192-551|206|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
193-4159|1558|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
194-29|141, 79, 1808, 42|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
195-3532|141|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
196-2459|1821, 1207, 1820|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
197-1968|52|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
198-4353|117, 306, 971, 84, 64|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
199-4353|214, 971, 405, 84, 64|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
200-245|120, 88, 140|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
201-1561|1833, 550, 1298, 1294|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
202-4354|1434, 1590, 836, 2634|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
203-1989|45, 342, 35, 654, 2382, 68|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
204-2488|1448, 1845|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
205-3599|1450, 113|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
206-758|378, 1808, 582|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
207-17|14, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
208-2486|1344|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
209-2055|64, 596, 29, 858, 335, 64, 250, 64|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
210-341|50, 51, 493|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
211-234|377, 378, 254, 1854|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
212-3889|1828, 1129, 1855, 149|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
213-1773|254|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
214-3122|669|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
215-2983|732, 582, 1862, 470|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
216-1461|1554, 666, 556, 32, 365, 1043, 632|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
217-1601|48, 1667|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
218-2398|1077, 219, 114, 1769, 47, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
219-404|963, 1878, 404|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
220-4160|654, 1881, 1447|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
221-3329|1884, 1650, 1173|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
222-3880|153, 11|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
223-1421|1892, 6, 939, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
224-3574|935, 60, 68, 1897, 91|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
225-3837|1939, 94|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
226-694|638, 3610, 3609|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
227-61|60, 29, 1898, 372|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
228-3876|1930, 436, 46|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
229-2082|206, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
230-3530|1270|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
231-1467|794, 1196, 38, 47|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
232-156|711, 206, 40, 397, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
233-2582|1909|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
234-65|122, 600, 2513, 54|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
235-1402|939|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
236-4352|685, 713, 1914|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
237-1644|370|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
238-1778|707, 1472, 1917|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
239-347|14|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
240-1560|889, 6, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
241-640|50, 85, 39, 103|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
242-2821|1933|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
243-116|342, 1629|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
244-3822|736|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
245-3312|1940, 1942, 654, 1938|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
246-3311|1940, 1941, 179, 1938|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
247-3310|179, 1938|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
248-3267|32, 32, 824, 824, 1934, 1936, 1935|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
249-4160|2061, 466, 449|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
250-2933|965|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
251-1625|590|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
252-1531|335|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
253-781|713, 1799|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
254-1498|319, 582, 189|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
255-751|240|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
256-1790|1957, 1956|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
257-2473|3500, 35, 3622|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
258-3448|2056, 2057, 1971, 2029|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
259-3430|1971, 2012|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
260-3370|1969, 1970|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
261-661|85, 32, 1988|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
262-3787|98|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
263-837|32, 237|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
264-3427|179|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
265-3357|1864|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
266-1434|107|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
267-1416|2077, 14|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
268-169|369|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
269-1629|154|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
270-1517|794, 198, 1420, 1697|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
271-3476|2080|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
272-3474|2082, 2080|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
273-3474|2082, 2080|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
274-234|469, 2083, 42|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
275-2803|248, 1710, 1747|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
276-3476|198, 2080|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
277-269|6, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
278-2406|595, 35|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
279-276|106, 62, 107, 410, 2, 4, 122, 408, 523, 188, 477, 49|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
280-1381|208, 2469|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
281-1857|175|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
282-2575|188|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
283-490|87|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
284-1721|29, 1009, 254|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
285-3312|1450, 35, 1942, 654, 1394, 2850|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
286-3817|596, 46, 2542|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
287-533|45|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
288-1508|826|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
289-3470|1761|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
290-1966|117, 2107, 1281, 2108, 1283|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
291-2069|172, 45, 29, 463, 683, 1347, 1059, 73, 103, 179, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
292-2090|1420|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
293-1788|1114|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
294-3459|35, 1366, 5|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
295-1805|2, 79, 113|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
296-3874|359|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
297-2432|1457, 3, 57, 15, 1747|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
298-110|1094|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
299-3855|2117, 304|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
300-1297|902, 217, 2118, 2119, 32|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
301-1319|1277|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
302-71|1631|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
303-2063|659, 313, 660|965, 2213, 47, 49, 14, 342, 1094, 1923, 5, 6
